-0.39462727, 0.39887255;-0.3935, 0.3985
0.19223204, 0.29695913;0.1932, 0.298
-0.09866058, -0.09938022;-0.1006, -0.1007
-0.099554524, -0.09675158;-0.1015, -0.0981
0.19559467, 0.30398706;0.196, 0.3052
-0.3016967, -0.301509;-0.3013, -0.3018
-0.30753028, -0.29173875;-0.3075, -0.2931
0.39519683, 0.10068365;0.3947, 0.1004
0.19846463, -0.1997385;0.1999, -0.2002
-0.24883239, 0.24618003;-0.2499, 0.2445
0.20114137, 0.29583344;0.2012, 0.2971
-0.30023742, -0.30650392;-0.3005, -0.3066
0.099906996, -0.30603236;0.1005, -0.3059
0.40187734, 0.095973894;0.4019, 0.095
-0.24797152, 0.24869841;-0.2492, 0.2474
0.19960253, -0.19678988;0.2006, -0.1975
-0.4006404, 0.3961528;-0.3989, 0.3965
1.3088416E-4, -0.003325532;-0.001, -0.0015
-0.2458236, 0.24762106;-0.2473, 0.2458
-0.40551293, 0.4028125;-0.4031, 0.4024
-0.39690477, 0.20393391;-0.3975, 0.2029
0.20332842, -0.19931796;0.2037, -0.1994
-0.30016768, -0.29957628;-0.2995, -0.3001
-0.24768238, 0.2486656;-0.2492, 0.2474
-0.39708513, 0.39998662;-0.396, 0.4
-0.29501852, -0.2999321;-0.2945, -0.3005
0.09317558, -0.29517886;0.093, -0.2947
-6.0843406E-5, 0.005946867;-0.0013, 0.0092
0.2019808, -0.1984454;0.2028, -0.1987
-0.39817792, 0.20192905;-0.3988, 0.201
-0.29725638, -0.3013581;-0.2963, -0.3016
-0.24650948, 0.25295687;-0.2486, 0.2515
-0.400358, 0.19242583;-0.4007, 0.1918
-0.3049362, -0.29653245;-0.3053, -0.2974
0.19500548, 0.29816487;0.1959, 0.299
0.20211808, 0.29741853;0.2021, 0.2986
-0.4021556, 0.40371975;-0.4003, 0.4026
0.0010369713, 0.0039919885;-3.0E-4, 0.0067
0.19932413, -0.19715972;0.2002, -0.198
-0.40942383, 0.20075996;-0.4092, 0.1999
-0.25275108, 0.25375214;-0.2539, 0.2532
-0.404511, 0.40020838;-0.4023, 0.4003
-0.09643696, -0.103423335;-0.0986, -0.1053
-0.40264422, 0.20541747;-0.4032, 0.2041
0.40019307, 0.099149644;0.3996, 0.0983
0.4033553, 0.09977609;0.4038, 0.0989
-0.0030320957, 0.002197626;-0.0042, 0.0048
-0.3015662, -0.30199146;-0.3013, -0.3021
0.1963813, 0.29440725;0.1969, 0.2958
0.39902437, 0.09962584;0.3987, 0.0989
-0.0028037194, -0.0016946743;-0.0036, 2.0E-4
0.19635154, -0.20354795;0.1973, -0.2037
0.0012879955, -0.0037703626;4.0E-4, -0.0018
-2.0011222E-4, -0.0039542145;-0.0012, -0.0019
-0.0027112772, -0.00504813;-0.0037, -0.0025
0.101348735, -0.29049397;0.1016, -0.2901
0.4015958, 0.09957569;0.4018, 0.0989
-0.09976054, -0.100770645;-0.102, -0.1023
-0.10477181, -0.10270618;-0.1069, -0.1046
-0.24833055, 0.2516818;-0.2497, 0.2503
0.39829987, 0.1044917;0.3981, 0.1042
-0.10004496, -0.0996653;-0.102, -0.1011
-0.29506022, -0.29632914;-0.2948, -0.2978
-0.3996075, 0.40551823;-0.3983, 0.4037
-0.09998146, -0.10094909;-0.1023, -0.1027
-0.24910136, 0.24601275;-0.2501, 0.2442
-0.4046532, 0.39645252;-0.4021, 0.3966
-0.29937744, -0.30259338;-0.2988, -0.3026
0.20718983, 0.30012554;0.2078, 0.3011
0.09921943, -0.30082107;0.0993, -0.3011
-0.10486876, -0.094316415;-0.1068, -0.0959
-0.4046551, 0.19728732;-0.4045, 0.1962
2.2431843E-4, -0.0037147047;-7.0E-4, -0.0017
-0.103484936, -0.104358114;-0.1056, -0.1065
-0.29813132, -0.29861137;-0.2972, -0.2994
0.2059344, 0.3032843;0.2061, 0.3043
0.39814052, 0.099844165;0.3979, 0.0992
-0.09438151, -0.095548965;-0.0964, -0.0973
0.099890456, -0.29517853;0.1001, -0.2943
0.19620948, 0.29719266;0.1968, 0.2983
-0.24899258, 0.24891327;-0.2502, 0.2473
-0.397574, 0.4008083;-0.3967, 0.4007
-0.4023226, 0.20137264;-0.4026, 0.2001
-0.25106192, 0.24993044;-0.2517, 0.2485
-0.39877886, 0.20467901;-0.3993, 0.2034
-9.4919826E-4, 0.0017008499;-0.0019, 0.0038
-0.25003275, 0.25028178;-0.2508, 0.2487
-0.24701092, 0.25196832;-0.2488, 0.2505
-0.39294827, 0.20308383;-0.3939, 0.2019
-0.09960123, -0.10045276;-0.1018, -0.1018
0.19712666, 0.30350944;0.1972, 0.3045
-0.24978238, 0.24817795;-0.2507, 0.2465
-0.10145, -0.09831043;-0.1034, -0.0999
0.20021561, -0.19273947;0.2016, -0.1929
-0.4034791, 0.2039679;-0.4039, 0.2028
0.20083381, -0.19288741;0.2021, -0.1931
0.40064016, 0.09698284;0.4006, 0.0961
-0.39906433, 0.20726323;-0.3993, 0.2057
0.002663345, -3.3930723E-5;0.0017, 0.0019
-0.3993429, 0.20151499;-0.3999, 0.2003
-0.10233965, -0.102955446;-0.1042, -0.1049
-0.2545293, 0.25008497;-0.2552, 0.2486
-0.3987475, 0.40465307;-0.3977, 0.4033
0.40273747, 0.102778934;0.4026, 0.1026
-0.24746755, 0.24600871;-0.2487, 0.2442
-0.3995151, 0.20224538;-0.3999, 0.2012
-0.40093407, 0.19943699;-0.4014, 0.1981
-0.09719486, -0.0990352;-0.0992, -0.1006
-0.3026177, -0.30258012;-0.3026, -0.303
-0.10382641, -0.099430054;-0.1057, -0.1013
0.004102804, 0.00753029;0.0028, 0.01
0.19942516, -0.2006462;0.2002, -0.201
8.128493E-4, 0.0035324083;-3.0E-4, 0.0058
0.107281715, -0.30402008;0.1079, -0.305
0.39876828, 0.100361004;0.3984, 0.0998
-0.40791732, 0.3928036;-0.4044, 0.3933
0.004856152, 0.0039058402;0.0038, 0.0063
0.2011408, 0.2948576;0.2013, 0.2962
-0.4023739, 0.40188318;-0.4001, 0.4014
-0.39557353, 0.20033139;-0.3964, 0.1995
0.4023168, 0.10012975;0.4023, 0.0992
-0.249164, 0.25028363;-0.2504, 0.2487
0.099529944, -0.30369076;0.1001, -0.3037
0.100810215, -0.30267224;0.1013, -0.3031
0.19817767, 0.29627827;0.1984, 0.2977
-0.102763645, -0.09717298;-0.1048, -0.0986
0.10258802, -0.29824474;0.1032, -0.2979
0.100345366, -0.29461074;0.1005, -0.294
0.09483317, -0.30201256;0.0947, -0.3017
-0.103783496, -0.101622425;-0.1059, -0.1034
0.097451106, -0.30118677;0.0972, -0.3014
0.19984104, 0.2976519;0.1995, 0.2986
-0.40375173, 0.40315542;-0.4016, 0.4025
-4.1256842E-4, 0.0042642443;-0.0016, 0.0073
0.09901226, -0.30090016;0.0991, -0.3011
0.10184372, -0.2995855;0.1023, -0.2995
-0.100702755, -0.10501823;-0.1029, -0.1071
-0.0012805834, 3.844364E-4;-0.0024, 0.0026
0.19828041, 0.30136585;0.1984, 0.302
-0.24976724, 0.2516308;-0.2508, 0.2499
-0.39658508, 0.39856565;-0.3958, 0.3988
-0.40301833, 0.19895846;-0.4032, 0.1976
0.3980162, 0.09975373;0.3979, 0.0991
-0.30447477, -0.30052444;-0.3048, -0.3014
0.1925317, -0.20011431;0.1942, -0.2009
0.39862013, 0.09734842;0.3986, 0.0966
0.20103025, 0.29828274;0.2009, 0.2994
-0.29987586, -0.30502442;-0.2995, -0.3049
-0.2999368, -0.29910547;-0.2994, -0.2998
-0.103254005, -0.096016;-0.1052, -0.0974
0.19814041, -0.20239471;0.1987, -0.2026
-0.10071265, -0.09897973;-0.1026, -0.1007
0.10513107, -0.29865456;0.1057, -0.2983
-0.39776292, 0.39327702;-0.3968, 0.3935
-0.39859262, 0.19701962;-0.3996, 0.1956
0.101578176, -0.29738814;0.1017, -0.2967
-0.3027053, -0.3018004;-0.3026, -0.3024
0.20446555, -0.19749117;0.2049, -0.1978
0.3956904, 0.10394933;0.3953, 0.1036
0.19783369, -0.20335384;0.1982, -0.2035
0.39443076, 0.100717336;0.3939, 0.1005
-0.005411816, 0.003611959;-0.0067, 0.0064
0.20027417, -0.20168537;0.2007, -0.2015
0.10208572, -0.30416077;0.1024, -0.3042
0.1955684, -0.19870403;0.1972, -0.1996
0.19973628, -0.19925275;0.2006, -0.1997
0.19828483, -0.20512311;0.1987, -0.2052
0.3996966, 0.100843914;0.399, 0.1004
0.20323488, 0.2937863;0.2033, 0.295
1.3727229E-4, -0.0033680438;-0.001, -0.0015
0.40267417, 0.10432843;0.4024, 0.104
0.10745705, -0.29809415;0.1085, -0.2976
-0.2529147, 0.24934748;-0.2534, 0.2479
-0.40230784, 0.39875177;-0.4003, 0.3991
0.1959262, -0.20218216;0.1971, -0.2029
-0.39637375, 0.20258233;-0.3971, 0.2016
-0.24117069, 0.24667782;-0.2418, 0.2448
0.19742364, 0.3007407;0.1976, 0.3014
-0.39788473, 0.4020457;-0.397, 0.4017
-0.40339807, 0.40129194;-0.401, 0.4009
0.19962516, -0.19735432;0.2003, -0.1982
0.10765101, -0.2995403;0.1088, -0.299
-0.39822647, 0.400491;-0.3972, 0.4004
-0.39719716, 0.1964351;-0.3986, 0.1951
0.40560022, 0.095462896;0.405, 0.0947
-0.25000888, 0.24967003;-0.2509, 0.2482
0.20226976, -0.20569897;0.2024, -0.2055
0.19739352, -0.19683485;0.1989, -0.1975
-0.39752015, 0.19664669;-0.3988, 0.1952
0.10018938, -0.30465356;0.1009, -0.3048
-0.24883948, 0.24510849;-0.2499, 0.2435
0.19870894, 0.30229473;0.1989, 0.3032
0.0032344097, 0.00581417;0.0023, 0.0087
-0.2971317, -0.29965946;-0.2963, -0.3004
0.39814794, 0.10023282;0.398, 0.0997
0.401633, 0.09758763;0.4016, 0.0965
-0.29819408, -0.30586752;-0.2977, -0.3054
-0.39763486, 0.20667638;-0.3983, 0.205
-0.29622743, -0.2999224;-0.2956, -0.3005
-0.39752212, 0.19714075;-0.3988, 0.1957
0.19650373, -0.20508365;0.1976, -0.2049
-0.10041646, -0.09813999;-0.1023, -0.0998
-0.09776009, -0.10045522;-0.0994, -0.1022
-0.40083504, 0.3961663;-0.3991, 0.3966
-0.09672662, -0.1015774;-0.0987, -0.1034
-0.09931213, -0.09972092;-0.1013, -0.1011
-0.39921328, 0.20134614;-0.3997, 0.2002
-0.2495356, 0.2468902;-0.2505, 0.2456
-0.3982234, 0.2001207;-0.3992, 0.1988
0.20139389, 0.30216745;0.2015, 0.3032
-0.24993744, 0.24712932;-0.2507, 0.246
0.2014508, 0.30174932;0.2016, 0.3029
-0.29593426, -0.29871064;-0.2952, -0.2997
0.19768871, 0.30107024;0.1979, 0.3018
0.40317744, 0.09934227;0.4035, 0.0986
-0.30372837, -0.30065113;-0.3041, -0.3014
0.20627102, -0.20240319;0.2063, -0.2022
0.40179974, 0.10122266;0.4019, 0.1007
-0.40221083, 0.40181625;-0.4, 0.4014
-0.39624622, 0.40109804;-0.3956, 0.4008
9.109893E-4, 0.0024149872;-3.0E-4, 0.0046
-0.29910195, -0.2976318;-0.2985, -0.2988
-0.40089554, 0.39967936;-0.3994, 0.3996
-0.2998419, -0.30321908;-0.2993, -0.3032
-0.2458482, 0.25415397;-0.2477, 0.2529
-0.39939758, 0.20240286;-0.3998, 0.2013
0.10258001, -0.29679766;0.103, -0.2959
-0.0026278037, 0.003975956;-0.0041, 0.0067
-0.0011282169, -9.3667133E-4;-0.0023, 0.0011
-0.24973239, 0.24651127;-0.2507, 0.2448
-0.10126727, -0.10900797;-0.1032, -0.1109
0.09934935, -0.29796502;0.0994, -0.2975
-7.602351E-4, -0.004238807;-0.0016, -0.0019
0.399913, 0.10065575;0.3994, 0.0999
-0.39947057, 0.20425543;-0.4, 0.2031
-0.4028546, 0.20397352;-0.4033, 0.2029
0.09841373, -0.29485574;0.0984, -0.294
0.19892609, -0.20053834;0.1997, -0.2009
-0.09747254, -0.094479986;-0.0996, -0.0965
0.20020181, -0.19937307;0.2011, -0.1997
0.19460462, 0.2993218;0.1956, 0.3003
-0.39679927, 0.201453;-0.3976, 0.2005
0.39815673, 0.09600108;0.3981, 0.0955
0.39885616, 0.10089109;0.3982, 0.1004
-0.2464194, 0.2476368;-0.2477, 0.2461
-0.24613596, 0.2499274;-0.2479, 0.2482
0.2002269, 0.30341387;0.2002, 0.3042
0.19950399, 0.30122912;0.1996, 0.3022
-0.25258863, 0.24599083;-0.2532, 0.2445
-0.09386454, -0.102509126;-0.0962, -0.1043
-0.4007676, 0.19932672;-0.4013, 0.198
0.39701167, 0.09237715;0.3967, 0.0913
-0.09182587, -0.09813932;-0.0938, -0.0995
-0.0072673457, -0.0046067215;-0.0081, -0.0023
-0.2484215, 0.25472096;-0.2497, 0.2534
-0.30207583, -0.29897055;-0.3016, -0.2997
0.0011209806, 0.0042548236;-2.0E-4, 0.0073
0.005914001, -8.747147E-4;0.0052, 0.0015
0.40041184, 0.09793733;0.4003, 0.0967
0.09667733, -0.2996644;0.0964, -0.2996
0.39704365, 0.10055743;0.3969, 0.1001
-0.39742288, 0.19722845;-0.3987, 0.1958
-0.25199747, 0.25396276;-0.2529, 0.2532
0.20885326, -0.19738516;0.2077, -0.1977
-0.29599452, -0.30471694;-0.2956, -0.3041
-0.2514122, 0.24985498;-0.252, 0.2485
-0.40343764, 0.19769442;-0.4033, 0.1966
-0.102090694, -0.100135416;-0.1043, -0.1016
0.2008241, 0.30140692;0.2006, 0.3023
0.19663465, -0.19875142;0.1984, -0.1997
-0.0014900663, 0.004980405;-0.0026, 0.0082
-0.10201205, -0.0962991;-0.1039, -0.0975
-0.39896372, 0.39945462;-0.3979, 0.3996
-7.970547E-4, -5.6814303E-4;-0.0021, 0.0015
-0.39801794, 0.20329067;-0.3985, 0.2022
0.39973143, 0.09464918;0.3998, 0.0938
-0.09507529, -0.101563774;-0.097, -0.1033
0.0028345324, 0.001155588;0.0016, 0.0033
-0.0031922855, 4.4673888E-4;-0.0039, 0.0028
0.19919431, 0.29820588;0.1994, 0.2989
0.20198919, -0.20546412;0.2019, -0.2054
3.8159353E-4, 0.003772743;-9.0E-4, 0.0064
0.103875175, -0.30285257;0.1045, -0.3032
-0.301357, -0.29844484;-0.3011, -0.2994
-0.30213556, -0.3030474;-0.3023, -0.3033
0.096408695, -0.29709378;0.0965, -0.2965
0.0055311183, 0.0025298842;0.0046, 0.005
0.006552665, -0.0021223633;0.0055, -2.0E-4
0.20369227, 0.29639077;0.2038, 0.2976
0.10213423, -0.30719477;0.103, -0.3071
-0.09994455, -0.10659194;-0.1023, -0.1088
0.2041551, -0.19950876;0.2046, -0.1996
0.19996522, -0.19593254;0.2011, -0.1967
-0.40503648, 0.2039049;-0.4053, 0.2029
-0.09857024, -0.1043956;-0.1005, -0.1064
0.19704235, 0.30197284;0.1974, 0.3029
0.20434266, 0.29553792;0.204, 0.2969
0.10061362, -0.30062002;0.101, -0.3006
-0.0010375234, -0.0027988607;-0.0019, -6.0E-4
-0.305165, -0.2990966;-0.3055, -0.2998
0.09601199, -0.29745707;0.0959, -0.2971
0.104383565, -0.30054054;0.1048, -0.3006
0.19971304, -0.20424438;0.2, -0.2044
0.10060426, -0.303134;0.1011, -0.3034
0.3947186, 0.101861954;0.3943, 0.1016
0.102381125, -0.29875836;0.1029, -0.2987
-0.39744544, 0.39633194;-0.3967, 0.3966
-0.24853583, 0.24762182;-0.2501, 0.2462
0.396476, 0.10020206;0.3964, 0.0998
-0.09626027, -0.099113524;-0.0979, -0.1007
0.20301233, -0.20244543;0.2036, -0.2019
0.20005023, -0.19717255;0.2011, -0.198
0.2016821, -0.19969027;0.2024, -0.2
-0.24953647, 0.24648611;-0.2505, 0.2449
0.20545895, -0.19565798;0.2058, -0.196
-0.0028736412, -8.897857E-4;-0.0036, 0.0011
-0.100530684, -0.09612472;-0.1024, -0.0972
0.20353088, -0.1957217;0.2044, -0.1964
0.19915068, 0.2956287;0.1989, 0.2974
0.40310666, 0.09642065;0.4029, 0.0955
-0.0044048447, 0.0064590964;-0.0056, 0.0093
-0.3047695, -0.3011419;-0.3052, -0.3018
0.0038283928, 0.0014565629;0.0026, 0.0037
-0.3027771, -0.3048865;-0.3032, -0.3055
0.0063560475, -6.3568534E-4;0.0056, 0.0016
0.40355566, 0.09666447;0.4034, 0.0959
0.39876482, 0.099854626;0.3983, 0.0992
-0.3001825, -0.30354002;-0.2998, -0.3036
-0.25576904, 0.2515786;-0.2568, 0.2512
0.39735046, 0.10562065;0.3971, 0.1054
0.09600106, -0.30117667;0.0959, -0.301
-0.39753172, 0.20208877;-0.3982, 0.2012
-0.10066036, -0.09648397;-0.1025, -0.0976
-0.0057473797, 0.0023631712;-0.0069, 0.0052
-0.39452097, 0.200285;-0.3954, 0.1994
-0.0014113459, -0.0022726322;-0.0021, -5.0E-4
0.3963818, 0.10032314;0.3963, 0.0998
-0.4003464, 0.4028286;-0.3991, 0.4022
0.20509683, -0.19745308;0.2055, -0.1977
-0.25287032, 0.24757054;-0.2534, 0.2459
0.19596127, 0.29345796;0.1966, 0.2947
-0.24798505, 0.2546515;-0.2494, 0.2532
0.19331576, 0.2953493;0.1943, 0.2965
0.20226073, 0.3021508;0.2024, 0.303
0.20503117, -0.19917037;0.2053, -0.1994
-0.097475275, -0.10403602;-0.0994, -0.1058
-0.10524765, -0.09770411;-0.1071, -0.0993
0.39984265, 0.096084185;0.3998, 0.0955
0.19490756, 0.29879785;0.196, 0.2997
-0.4058104, 0.40577725;-0.4038, 0.4048
-0.10162627, -0.09890266;-0.1038, -0.1008
-0.24810356, 0.24993591;-0.2494, 0.2482
0.19938718, -0.20027097;0.2002, -0.2005
-0.1086489, -0.103785545;-0.1108, -0.1059
-0.24933653, 0.24584854;-0.2504, 0.244
0.39601582, 0.10629745;0.3953, 0.1062
0.10429696, -0.3000221;0.1047, -0.2999
-0.2535676, 0.25026146;-0.254, 0.2487
0.20573989, 0.30364105;0.2062, 0.3046
3.1809133E-4, -0.0028798059;-8.0E-4, -9.0E-4
0.39927423, 0.09718;0.3992, 0.0964
-0.39699608, 0.2022026;-0.3978, 0.2012
0.40193975, 0.100557484;0.4019, 0.0998
-0.24965265, 0.25296813;-0.2505, 0.2515
-0.40800613, 0.40243584;-0.4056, 0.4022
-0.40342233, 0.2026052;-0.4038, 0.2014
-0.39944264, 0.19653235;-0.4002, 0.195
-0.40579775, 0.39975387;-0.4032, 0.4001
0.20322764, -0.1915307;0.204, -0.1918
0.20284905, 0.29755378;0.203, 0.2987
-0.40030885, 0.40198886;-0.3992, 0.4016
0.09600621, -0.3038094;0.096, -0.3032
-0.39301506, 0.40555045;-0.3929, 0.4039
0.004007459, -1.72583E-4;0.003, 0.002
-0.2459114, 0.25249273;-0.2477, 0.251
0.3992854, 0.097484425;0.3991, 0.0968
-0.3997322, 0.20165205;-0.4002, 0.2006
0.40033224, 0.10079746;0.4, 0.1001
0.20073836, 0.30328453;0.2008, 0.3043
-0.40635273, 0.39697906;-0.4034, 0.3975
0.0026536086, -0.005220129;0.0016, -0.003
0.4033757, 0.10051263;0.4036, 0.0997
-0.3016176, -0.3036313;-0.3017, -0.3039
0.19913873, 0.29771686;0.1993, 0.2985
-0.40308264, 0.19598225;-0.4029, 0.195
0.10195104, -0.3067657;0.1026, -0.3065
-0.0026883527, -6.766755E-4;-0.0034, 0.0014
0.0060726013, -0.001237444;0.0052, 0.0011
0.19893885, 0.29695895;0.1989, 0.2981
0.19824873, 0.30515528;0.1985, 0.3059
-0.3977076, 0.3973771;-0.397, 0.3974
-0.0039564837, 0.004470753;-0.005, 0.0073
0.0965367, -0.2970988;0.0965, -0.2965
-0.24798195, 0.2508034;-0.2495, 0.2491
0.098649986, -0.29810828;0.0989, -0.2977
0.40081736, 0.10184547;0.4006, 0.1016
-0.39880228, 0.3975515;-0.3978, 0.3976
0.10089385, -0.30067402;0.1011, -0.3006
0.2015683, -0.19801891;0.2025, -0.1985
0.39709213, 0.10193527;0.3968, 0.1016
0.19989425, 0.30317396;0.2, 0.304
0.19625008, -0.20009163;0.1979, -0.2008
-0.30400428, -0.3014405;-0.3042, -0.3022
0.40394738, 0.10194736;0.4042, 0.1015
0.0028489812, 2.1446032E-5;0.0019, 0.002
0.10382068, -0.30083743;0.1041, -0.301
0.40398502, 0.09833266;0.4043, 0.0976
0.20106398, 0.302952;0.2012, 0.304
-3.5831975E-4, 0.0070297695;-0.0015, 0.01
-0.40111992, 0.2016911;-0.4014, 0.2004
0.0014988648, -0.0011689062;5.0E-4, 8.0E-4
0.0019550063, -0.0025576903;8.0E-4, -8.0E-4
-0.246999, 0.25115097;-0.2486, 0.2492
0.20122157, -0.19683221;0.2024, -0.1976
-0.39969856, 0.19543752;-0.4005, 0.1942
-0.2524774, 0.25466165;-0.2535, 0.2541
0.20002714, -0.19871646;0.2008, -0.1993
0.100372374, -0.29783824;0.1004, -0.2973
-0.29600516, -0.29959983;-0.2954, -0.3004
-0.09670752, -0.1002215;-0.0985, -0.1018
2.8241432E-4, 9.1156375E-4;-9.0E-4, 0.0031
-0.102950945, -0.101110235;-0.105, -0.1025
0.20380703, -0.1984762;0.2042, -0.1989
0.09561873, -0.29875135;0.0954, -0.2984
0.0018528721, -2.8309648E-4;5.0E-4, 0.0015
-0.2522372, 0.24997784;-0.2527, 0.2485
-0.30551872, -0.29544973;-0.3058, -0.2962
2.6874694E-5, 0.0055470206;-0.0011, 0.0087
-0.10048322, -0.10284206;-0.1026, -0.1047
-0.3965654, 0.19469401;-0.398, 0.1936
0.2008882, -0.2004575;0.2016, -0.2006
-0.104166135, -0.095344156;-0.106, -0.0971
0.19799736, 0.3059699;0.1983, 0.3066
0.19133504, 0.30053887;0.1922, 0.3018
-0.40140563, 0.40418863;-0.3997, 0.4029
0.19924664, -0.20528547;0.1993, -0.2053
0.099315874, -0.2960189;0.0996, -0.2953
-0.40407136, 0.20321847;-0.4046, 0.2022
-0.39294147, 0.20041834;-0.3936, 0.1995
0.19936863, 0.3030786;0.1995, 0.304
-0.3998795, 0.19673881;-0.4009, 0.1954
0.19859752, -0.19837058;0.2, -0.1991
-0.30285338, -0.30458075;-0.3031, -0.305
-0.39932945, 0.3967193;-0.3982, 0.3972
0.39416286, 0.09963402;0.3938, 0.0992
-0.4030414, 0.40264544;-0.4009, 0.402
-0.25019506, 0.25452062;-0.2515, 0.2537
-0.3983927, 0.40458348;-0.3973, 0.4033
0.399198, 0.09949628;0.3988, 0.0988
0.20171034, -0.2008255;0.2023, -0.2007
0.09885379, -0.30521268;0.0994, -0.3052
-0.25370258, 0.25127372;-0.2545, 0.25
0.1982261, 0.30074474;0.1985, 0.3015
-0.4057778, 0.19871031;-0.4056, 0.198
-0.0996147, -0.09486883;-0.102, -0.0965
0.20144701, -0.19772689;0.2024, -0.1983
-0.093952656, -0.10282356;-0.0963, -0.1047
0.19515248, 0.29929215;0.196, 0.3002
0.4016884, 0.09820421;0.4019, 0.0972
-0.002934697, -4.15507E-4;-0.0035, 0.0018
-0.0039791046, -7.250891E-4;-0.0049, 0.0011
0.10569034, -0.29885393;0.1061, -0.2983
0.09987964, -0.30004802;0.1, -0.2999
0.20349291, -0.19705479;0.2041, -0.1976
0.094733916, -0.30191267;0.0945, -0.3017
-0.2511561, 0.25121546;-0.2516, 0.2495
-0.24781702, 0.2481713;-0.2492, 0.2469
0.40130886, 0.09843059;0.4013, 0.0973
-0.10327567, -0.105897784;-0.1051, -0.1078
-0.106464915, -0.09886111;-0.1087, -0.1005
-0.40506563, 0.19987863;-0.4052, 0.1989
-0.24696985, 0.24819823;-0.2482, 0.2467
0.20282638, 0.3047317;0.2027, 0.3056
0.10280459, -0.30448127;0.1034, -0.3048
-0.3016285, -0.29525876;-0.3014, -0.2961
0.09729496, -0.2970671;0.0971, -0.2965
-0.40036237, 0.39364806;-0.3991, 0.3941
-0.39725468, 0.3988452;-0.3964, 0.3992
-0.25342843, 0.25784203;-0.2554, 0.2574
0.3971778, 0.09487585;0.397, 0.0942
0.40418363, 0.10110869;0.4046, 0.1001
0.19808449, 0.29811853;0.1983, 0.2991
0.19707987, 0.29729226;0.1976, 0.2984
-0.25082704, 0.2502181;-0.2516, 0.2486
0.098875396, -0.30077788;0.099, -0.301
0.20123143, -0.19806166;0.2024, -0.1985
-0.103481576, -0.10016026;-0.1055, -0.1016
0.19660914, 0.29598564;0.1972, 0.2972
0.20117599, -0.20216243;0.2017, -0.2019
0.09780747, -0.29818654;0.0977, -0.2979
-0.25178915, 0.25118577;-0.2523, 0.2495
0.19875064, -0.19904739;0.1999, -0.1995
0.105389245, -0.29912633;0.1058, -0.2987
-0.24877594, 0.25708738;-0.2506, 0.2562
8.099681E-4, -0.001388633;0.0, 4.0E-4
0.19161226, 0.3033528;0.1925, 0.3047
-0.39838666, 0.39753634;-0.3975, 0.3975
0.10111319, -0.3000393;0.1015, -0.3
0.19625592, 0.29658243;0.1969, 0.2977
0.19821325, 0.29668677;0.1986, 0.298
0.2013175, -0.19663176;0.2024, -0.1976
-0.24783772, 0.2440208;-0.249, 0.2424
-0.0022068461, -6.046418E-4;-0.0028, 0.0014
-0.2523075, 0.2488228;-0.2529, 0.2471
0.099177726, -0.29370153;0.099, -0.293
0.3970173, 0.10130805;0.3968, 0.1009
-0.2520817, 0.2537767;-0.2529, 0.2531
0.10608601, -0.30146936;0.1069, -0.3018
-0.40142694, 0.40404275;-0.3997, 0.4029
0.19599046, -0.2026309;0.1969, -0.2032
-0.39872748, 0.19805577;-0.3996, 0.1968
-0.40294737, 0.4039647;-0.401, 0.4029
-0.10033961, -0.098720305;-0.1022, -0.1004
-0.0987189, -0.10381712;-0.1005, -0.1057
0.39769512, 0.09971992;0.3976, 0.0991
0.10111602, -0.3027457;0.1014, -0.3032
0.2008284, -0.20542546;0.201, -0.2054
0.40251675, 0.09810271;0.4026, 0.097
0.20148851, -0.20113315;0.2018, -0.2011
-0.30300242, -0.3009506;-0.3027, -0.3018
0.3999381, 0.106121555;0.4001, 0.1059
0.107648686, -0.30250907;0.1085, -0.303
-0.4068736, 0.20006824;-0.4069, 0.1992
-0.3966576, 0.19765528;-0.398, 0.1964
-0.006232457, -0.0017981055;-0.0077, 2.0E-4
0.19603993, -0.19784272;0.1976, -0.1985
0.19622223, 0.30134806;0.1966, 0.3022
0.20110422, -0.2027346;0.2016, -0.2025
0.39432067, 0.0946283;0.3935, 0.0933
-0.39947116, 0.402001;-0.3983, 0.4016
-0.39913112, 0.20225923;-0.3996, 0.2014
0.19693117, 0.2947458;0.1972, 0.2962
0.19902258, -0.20190117;0.1999, -0.2018
-0.39354312, 0.40253192;-0.3929, 0.4014
0.3939411, 0.10444806;0.3936, 0.1044
-0.101982, -0.09895984;-0.104, -0.1008
-0.0013840533, 0.004136876;-0.0026, 0.007
-0.25465527, 0.24635813;-0.255, 0.2446
0.39514518, 0.09889197;0.3947, 0.0982
-0.30268604, -0.30091363;-0.3025, -0.3017
-0.30345947, -0.2958538;-0.3034, -0.2966
-0.10023667, -0.10006777;-0.1024, -0.1015
0.107201934, -0.29849747;0.1082, -0.2978
0.3947443, 0.09672783;0.3941, 0.096
0.09707344, -0.30172986;0.097, -0.3018
0.09533386, -0.29818496;0.0951, -0.2978
0.19693065, 0.30142358;0.1972, 0.3023
0.3980161, 0.091712676;0.3979, 0.0907
-0.3023783, -0.2949137;-0.3026, -0.2957
-0.09658004, -0.10346044;-0.0987, -0.1054
0.20254794, 0.30010957;0.2028, 0.3009
-0.0077966093, -9.519781E-4;-0.009, 0.001
0.19803852, 0.29983607;0.1983, 0.3005
0.20073931, -0.20462802;0.201, -0.2046
0.19578198, 0.30175743;0.196, 0.3025
0.20699027, -0.20443061;0.2067, -0.2039
