0.19821587, 0.29940185;0.1985, 0.3003
-0.29747784, -0.30030906;-0.2965, -0.3005
0.10399525, -0.29843274;0.1044, -0.2982
0.09853587, -0.29765502;0.0987, -0.297
-0.39676926, 0.19956164;-0.398, 0.1986
-0.39613014, 0.19796927;-0.3973, 0.1969
-0.10171875, -0.096884586;-0.1037, -0.0982
0.0031083692, 9.817355E-4;0.0021, 0.0032
0.20170917, 0.29904482;0.2017, 0.2998
0.09872086, -0.30048066;0.0986, -0.3006
-0.3992816, 0.1992442;-0.3998, 0.1979
-0.099089384, -0.1030364;-0.1011, -0.1051
-0.39905667, 0.20278388;-0.3995, 0.2015
-0.39884904, 0.40429115;-0.3977, 0.4031
0.20176491, 0.29996538;0.2018, 0.3006
-0.29627335, -0.3002449;-0.2955, -0.3006
-0.09986709, -0.096323535;-0.1017, -0.0976
0.0015330367, 0.0022266957;5.0E-4, 0.0044
-0.10088267, -0.100041255;-0.103, -0.1014
-0.39347917, 0.19413704;-0.395, 0.1929
-0.39819387, 0.20015047;-0.3991, 0.1988
0.20126182, 0.3022016;0.2012, 0.3033
0.40148532, 0.09413559;0.4017, 0.093
-0.24568301, 0.24987577;-0.2473, 0.2481
0.19922395, 0.29433465;0.199, 0.2959
-0.09897333, -0.10883287;-0.1013, -0.1112
9.818032E-4, 0.0045846943;-3.0E-4, 0.0078
-0.0036058219, 0.002594663;-0.0048, 0.0053
0.20639665, 0.30021703;0.2069, 0.3013
0.40516654, 0.09964852;0.405, 0.0989
-0.24304907, 0.25120538;-0.2445, 0.2493
-0.10059627, -0.10116967;-0.1026, -0.1029
-0.29714492, -0.2962518;-0.2964, -0.2974
1.7568585E-4, 0.001686855;-0.001, 0.0037
-0.39617687, 0.40610728;-0.3958, 0.4041
0.20342787, -0.20647576;0.2039, -0.2061
-0.24802734, 0.24584351;-0.2493, 0.244
-0.30034548, -0.29932556;-0.2997, -0.3001
-0.0031437362, 0.003069427;-0.0044, 0.0057
-0.29879484, -0.29373235;-0.298, -0.2943
-0.0018459009, 0.004076267;-0.003, 0.0069
-0.25057298, 0.25208598;-0.2513, 0.2504
0.0027470207, 0.0030383777;0.002, 0.005
-0.39399874, 0.39540386;-0.393, 0.3959
-0.40095145, 0.2000181;-0.4015, 0.1986
0.3968274, 0.10104758;0.3965, 0.1007
-0.40392095, 0.40583375;-0.402, 0.4044
-0.1075064, -0.0971985;-0.1096, -0.099
0.10282355, -0.29829317;0.1034, -0.2979
0.19684982, 0.29658934;0.1973, 0.2979
0.19803594, -0.20719232;0.1986, -0.207
-0.39832747, 0.40366206;-0.3974, 0.4026
0.101302445, -0.3030228;0.1016, -0.3032
-0.09781668, -0.101210035;-0.0995, -0.1028
-0.25091815, 0.2559611;-0.252, 0.2552
0.09706509, -0.29984537;0.0969, -0.2997
0.10027345, -0.30313048;0.1009, -0.3034
-0.09673773, -0.10076582;-0.0987, -0.1026
-0.0039612623, -0.0010463417;-0.0049, 7.0E-4
0.006157919, -2.5286785E-4;0.0053, 0.0017
-0.30237085, -0.30459172;-0.3027, -0.3049
-0.39632836, 0.19440655;-0.3977, 0.1933
-0.3984471, 0.40170702;-0.3972, 0.4014
0.40062734, 0.099857874;0.4004, 0.0994
-0.2508095, 0.25268972;-0.2516, 0.2511
0.19847189, -0.19549009;0.1997, -0.1963
0.1996328, 0.30472997;0.1995, 0.3057
-0.006634225, -0.0012711204;-0.0078, 6.0E-4
-0.40579906, 0.19535477;-0.405, 0.1946
0.0048063444, -0.0041298526;0.0035, -0.0021
-0.25033352, 0.25023523;-0.251, 0.2485
-0.30045724, -0.29782465;-0.2998, -0.2987
0.0030903083, 0.0018941144;0.0021, 0.0043
-0.3988557, 0.40786767;-0.398, 0.4057
-0.104157075, -0.10483323;-0.1064, -0.1068
-0.25130045, 0.25240096;-0.2519, 0.2508
-0.39483958, 0.3965842;-0.3935, 0.3969
-0.3995765, 0.40599382;-0.3984, 0.404
-0.3044758, -0.29825684;-0.3047, -0.2992
0.3988955, 0.10170058;0.3982, 0.1011
-0.0016137441, 0.0025670575;-0.0026, 0.0047
-0.0041886093, 0.006418518;-0.0056, 0.0093
-0.40107834, 0.40213284;-0.3996, 0.4015
-0.39864302, 0.20035213;-0.3993, 0.1992
0.20279026, 0.30534226;0.2028, 0.306
-0.25047335, 0.24772027;-0.2511, 0.2463
0.10058831, -0.29987597;0.1008, -0.2997
0.19638486, 0.29498088;0.1969, 0.2964
-0.25289556, 0.25143033;-0.2535, 0.2498
0.2071877, 0.3009893;0.2078, 0.302
0.39911917, 0.103923745;0.3988, 0.1036
0.101131395, -0.29937023;0.1012, -0.2993
0.0011597195, -0.0020868117;2.0E-4, -3.0E-4
0.2059911, 0.29919007;0.2064, 0.3004
-0.24976093, 0.24701098;-0.2506, 0.2459
0.10145447, -0.30283284;0.1017, -0.3031
0.4038337, 0.098739624;0.4041, 0.0981
-0.10760516, -0.10402303;-0.1096, -0.106
-0.24927811, 0.25322175;-0.2502, 0.2517
-0.40545017, 0.40145367;-0.4029, 0.4011
0.39961496, 0.10252688;0.3994, 0.102
0.19338249, 0.30064043;0.1939, 0.3022
0.20302072, 0.2978611;0.2031, 0.299
-3.4800617E-4, -0.003172655;-0.0015, -0.001
-0.24802986, 0.24844712;-0.2494, 0.2471
0.39905325, 0.1051868;0.3989, 0.1051
-0.3983241, 0.4041392;-0.3973, 0.4032
0.09897472, -0.3029883;0.0995, -0.303
-0.29654655, -0.29825315;-0.2959, -0.2992
0.19543326, -0.19538823;0.1972, -0.1958
0.09556998, -0.30006695;0.0955, -0.3002
0.20117733, 0.3032756;0.2011, 0.3043
-0.2544603, 0.2519509;-0.2557, 0.2511
-0.29638442, -0.3009166;-0.2956, -0.3011
-0.0065283137, 4.2311454E-4;-0.008, 0.0026
-0.30721542, -0.30061164;-0.3077, -0.3015
-0.09477326, -0.09469768;-0.0967, -0.0966
0.100619406, -0.29781276;0.1008, -0.2971
0.09371631, -0.29644877;0.0933, -0.2959
-0.30068204, -0.30283812;-0.3004, -0.3029
-0.30500397, -0.30226156;-0.3057, -0.303
-0.40164903, 0.40823117;-0.4001, 0.4061
1.1653846E-4, -0.0022717414;-0.001, -6.0E-4
0.3983287, 0.10409615;0.3978, 0.1039
0.39449623, 0.10090925;0.3939, 0.1007
-0.0038671074, 2.6044393E-6;-0.0048, 0.0023
0.2012504, 0.2971536;0.2011, 0.2984
0.19965886, 0.2946176;0.1997, 0.2961
0.1025281, -0.29982397;0.103, -0.2997
-0.2947964, -0.29420194;-0.2947, -0.2955
-0.40322098, 0.19984931;-0.4035, 0.1986
0.19838873, 0.29455858;0.1982, 0.2961
0.40166795, 0.10143556;0.4017, 0.101
-0.39446634, 0.20445322;-0.3955, 0.203
0.004337033, -0.0014382278;0.0035, 6.0E-4
-0.25187513, 0.24777442;-0.2524, 0.2461
0.100116245, -0.3029754;0.1006, -0.3032
2.7956924E-4, 0.0014497243;-0.001, 0.0034
0.1992948, 0.3003311;0.1993, 0.301
0.19303411, 0.29618186;0.1944, 0.2972
0.20073397, 0.29731563;0.2005, 0.2984
-0.3009031, -0.30430326;-0.3007, -0.3044
-0.30422115, -0.30143923;-0.3046, -0.3022
-0.40112326, 0.4014017;-0.3997, 0.4012
0.09856999, -0.29567522;0.0985, -0.2949
-0.40082428, 0.40158093;-0.3996, 0.4014
-0.10087964, -0.10339213;-0.1029, -0.1053
-0.29732987, -0.29486206;-0.2968, -0.2955
0.19856831, 0.29221228;0.1984, 0.2938
0.19703944, -0.2025402;0.1978, -0.203
-0.096659675, -0.0941361;-0.0984, -0.0961
-0.40037006, 0.20249166;-0.4009, 0.2014
-0.40305474, 0.20237158;-0.4035, 0.201
0.20252834, -0.20225525;0.2031, -0.202
0.20183866, -0.19928609;0.2025, -0.1996
-0.0017296664, 0.0011096145;-0.0025, 0.0031
-0.0011408434, -0.0041694464;-0.002, -0.0017
0.40672123, 0.10028061;0.4063, 0.0996
0.40418038, 0.10426715;0.4041, 0.104
-0.4038949, 0.20570908;-0.4042, 0.2045
0.19509953, 0.29549363;0.1957, 0.2966
0.3993491, 0.10036449;0.3988, 0.0997
0.09737997, -0.30346984;0.0971, -0.303
-0.25707513, 0.24852273;-0.2578, 0.2472
-0.4038006, 0.20112239;-0.4041, 0.1998
-0.24850228, 0.2558291;-0.2501, 0.2547
-0.29568022, -0.29534584;-0.2952, -0.2964
-0.4010461, 0.19880585;-0.4016, 0.1976
0.09452306, -0.29772225;0.0941, -0.2975
0.4021971, 0.09974052;0.4022, 0.099
0.2066713, -0.2085642;0.2064, -0.2071
0.1965499, 0.29922104;0.197, 0.2999
-0.24832013, 0.24938697;-0.2495, 0.2479
-0.25169381, 0.24567927;-0.2521, 0.2441
-0.4034305, 0.40027186;-0.4011, 0.4002
-0.3991184, 0.40460637;-0.3978, 0.4034
0.09421072, -0.30427605;0.0943, -0.3037
-0.3961857, 0.3980403;-0.3954, 0.3982
0.20144601, 0.29411197;0.2016, 0.2955
-0.10875829, -0.10266699;-0.1109, -0.1046
-0.40311548, 0.20066719;-0.4037, 0.1995
-0.4063248, 0.20526882;-0.4063, 0.2039
0.19672583, -0.20461187;0.1978, -0.2047
-0.39538994, 0.20139162;-0.3962, 0.2008
0.20011276, -0.1991447;0.2009, -0.1996
0.20576118, 0.30011332;0.2063, 0.3013
-0.39781973, 0.40228468;-0.3968, 0.4018
-0.4038633, 0.39475712;-0.4015, 0.3949
0.20082752, -0.19989683;0.2017, -0.2001
-0.09685892, -0.09989478;-0.0985, -0.1017
-0.24838169, 0.25632444;-0.2501, 0.2552
-0.40074778, 0.20163363;-0.4011, 0.2004
-2.662527E-4, -2.5182765E-4;-0.0014, 0.0019
0.20293418, 0.30319768;0.2029, 0.3039
0.19921516, -0.20022343;0.2002, -0.2004
0.0988725, -0.3014386;0.0991, -0.3015
-0.24765481, 0.24984005;-0.2491, 0.248
-0.29972857, -0.30663976;-0.3001, -0.3065
0.10037701, -0.29428402;0.1006, -0.2936
-0.30482343, -0.2992576;-0.305, -0.3001
0.19409142, 0.297492;0.195, 0.2984
0.09985552, -0.29287946;0.1001, -0.2922
0.2013171, 0.29993686;0.2011, 0.3006
-0.2456318, 0.24468601;-0.2468, 0.2426
0.39478445, 0.10256476;0.3946, 0.1023
-0.09364548, -0.10196828;-0.0961, -0.1036
0.19980954, 0.30380586;0.1999, 0.3046
0.20314857, 0.29916686;0.2032, 0.3
0.19407973, 0.30204502;0.1945, 0.3032
-0.40662313, 0.19414465;-0.4059, 0.1936
0.2023624, 0.30052847;0.2027, 0.3016
-0.4068245, 0.1992866;-0.407, 0.1986
0.19720799, -0.19798619;0.1988, -0.1986
0.19432877, -0.19357438;0.1958, -0.1935
-0.0995457, -0.0997341;-0.1016, -0.1013
-0.39468363, 0.1967744;-0.3958, 0.1957
-0.39930263, 0.20179158;-0.3999, 0.2007
0.098308235, -0.2983972;0.0984, -0.2983
-0.3982096, 0.20184778;-0.3988, 0.2009
-0.40013242, 0.1999777;-0.4007, 0.1989
-0.24987629, 0.24437733;-0.2507, 0.2432
0.40199485, 0.1004299;0.402, 0.0997
-0.24934195, 0.24333419;-0.2501, 0.2421
-0.40467998, 0.40968543;-0.4032, 0.4076
-0.10577151, -0.10425063;-0.1078, -0.1062
0.1971294, 0.29861236;0.1975, 0.2996
-0.30721736, -0.2992395;-0.3078, -0.3001
-0.40073636, 0.4060662;-0.3991, 0.4043
-0.09553263, -0.09255095;-0.0976, -0.0942
-0.403942, 0.2010012;-0.4043, 0.1997
-0.25632983, 0.24782366;-0.257, 0.2464
0.39901805, 0.0990042;0.3986, 0.0983
-0.3975366, 0.40008673;-0.3966, 0.4001
0.4053639, 0.10351659;0.4054, 0.103
-0.3066992, -0.30276516;-0.3073, -0.3037
0.100804, -0.29435393;0.1013, -0.2936
-0.24708875, 0.25177866;-0.2488, 0.2503
0.0011920431, -4.6209863E-4;3.0E-4, 0.0014
0.10228992, -0.29402754;0.1027, -0.2935
0.19674888, 0.3068119;0.1967, 0.3074
-0.099671274, -0.10331682;-0.1016, -0.1052
0.40440607, 0.10491822;0.4041, 0.1045
0.39345053, 0.09755671;0.3929, 0.0966
-0.40075088, 0.4027519;-0.3993, 0.4021
-0.39947784, 0.39699414;-0.3983, 0.3975
0.19941705, -0.20094673;0.2002, -0.2012
-0.39953008, 0.19866748;-0.4002, 0.1971
0.20373529, 0.29646826;0.2039, 0.2977
-0.30745026, -0.30273268;-0.3077, -0.3037
0.19493906, -0.2002438;0.1964, -0.2012
0.19724679, 0.3055124;0.1974, 0.3063
-0.4039801, 0.19201225;-0.4034, 0.1919
-0.25620982, 0.24385175;-0.2568, 0.242
-0.10143715, -0.09771934;-0.1033, -0.0995
-0.25140256, 0.24833481;-0.2519, 0.2466
0.097987294, -0.30519345;0.0984, -0.3053
-0.30079675, -0.29914346;-0.3003, -0.2999
-0.24906716, 0.25494653;-0.2504, 0.2539
-0.40160725, 0.19096833;-0.4016, 0.1909
0.40192178, 0.09666835;0.4017, 0.0955
0.1974967, -0.19677386;0.199, -0.1973
-0.24853759, 0.25104183;-0.2499, 0.2493
-0.39456686, 0.39667648;-0.3932, 0.3971
-0.29483804, -0.29914454;-0.2941, -0.2999
0.20054199, 0.29877245;0.2004, 0.2997
0.20204622, 0.29632235;0.2021, 0.2975
-0.39652824, 0.19952679;-0.3976, 0.1984
0.19826566, -0.19980103;0.1994, -0.2004
-0.25051895, 0.24696377;-0.2512, 0.2457
0.10073981, -0.29687494;0.1008, -0.2962
-0.24664739, 0.24976657;-0.2484, 0.248
-0.09861093, -0.095941596;-0.1009, -0.0975
0.09393417, -0.29303262;0.0938, -0.2923
0.3978635, 0.09825359;0.3978, 0.0978
-0.39532402, 0.4019245;-0.3948, 0.4014
-0.39561674, 0.397922;-0.3943, 0.3982
-0.3990233, 0.20088114;-0.3995, 0.1997
7.574072E-4, -0.003927799;-3.0E-4, -0.0017
0.0033467386, -0.0012410783;0.0021, 7.0E-4
0.003337641, 9.789221E-4;0.0023, 0.0032
0.40224525, 0.09553455;0.4024, 0.0944
-0.25329626, 0.24564293;-0.254, 0.2441
-0.39772058, 0.19742116;-0.3989, 0.1961
-0.40546423, 0.3977584;-0.4028, 0.3981
-0.006736347, -0.008364126;-0.0074, -0.006
-0.39898714, 0.4003064;-0.3979, 0.4004
-0.39424196, 0.40381977;-0.3942, 0.4026
-0.399342, 0.39990154;-0.3984, 0.4
0.0028512448, 0.0051544365;0.002, 0.0081
0.19996566, -0.19615664;0.201, -0.197
-0.09935267, -0.09752449;-0.1014, -0.0989
0.20537972, -0.19508174;0.2057, -0.1953
-0.40184414, 0.40151373;-0.4, 0.4012
0.40084705, 0.10049329;0.4005, 0.1
-0.0032222227, 0.001437248;-0.0041, 0.0038
-0.3983859, 0.39307186;-0.3972, 0.3936
-0.39983234, 0.3955905;-0.3987, 0.3962
-0.29838902, -0.29851535;-0.2974, -0.2994
0.20169279, -0.20055951;0.2023, -0.2004
-0.25229284, 0.24955977;-0.2529, 0.248
0.19994718, 0.3014675;0.1999, 0.3023
0.2020681, -0.1985207;0.203, -0.1988
0.2002213, 0.3034409;0.2002, 0.3042
-7.648408E-4, 4.5586162E-4;-0.0017, 0.0026
-0.29683623, -0.30416667;-0.2961, -0.3039
-0.398983, 0.39637214;-0.3978, 0.3969
-0.29614428, -0.2994922;-0.2955, -0.3004
0.0025507403, 0.0017138303;0.0015, 0.0041
-0.4047075, 0.39904103;-0.4021, 0.3992
-0.2938767, -0.3014638;-0.2936, -0.3015
-0.09567468, -0.10091303;-0.0978, -0.1025
0.19191927, -0.19824652;0.1939, -0.1994
0.19536641, 0.29578555;0.196, 0.2969
-0.25126228, 0.245446;-0.2517, 0.2436
0.20104265, 0.30160666;0.2011, 0.3027
-0.3998404, 0.39706698;-0.3986, 0.3975
-0.40322098, 0.40138257;-0.4009, 0.401
-0.10377845, -0.1001961;-0.1057, -0.1017
-0.298296, -0.30257794;-0.2973, -0.3027
-0.39990485, 0.40676987;-0.3987, 0.4047
-0.3048933, -0.30356276;-0.3059, -0.304
-0.098649964, -0.10346264;-0.1004, -0.1053
0.09837249, -0.29622036;0.0983, -0.2955
-0.40294367, 0.39842;-0.4007, 0.3987
0.102803506, -0.29970393;0.1031, -0.2997
0.19984324, -0.19625407;0.201, -0.197
-0.40317428, 0.2044476;-0.4034, 0.2034
-0.40424353, 0.1977956;-0.4042, 0.1968
-0.40529177, 0.40028155;-0.403, 0.4003
-0.24575526, 0.25035456;-0.2474, 0.2487
-0.29992905, -0.3027776;-0.2994, -0.3029
-0.3989082, 0.19786963;-0.3997, 0.1965
0.20259397, 0.30374312;0.2024, 0.3047
0.098353095, -0.3026923;0.0984, -0.3023
0.19805901, 0.29687244;0.1985, 0.2981
-0.10281603, -0.092399776;-0.1045, -0.0941
-0.2491917, 0.25085217;-0.2504, 0.2492
-0.099016055, -0.10553559;-0.101, -0.1074
0.39661244, 0.0998442;0.3967, 0.0992
0.20391539, -0.20344844;0.2044, -0.2031
-0.3950313, 0.20210068;-0.3959, 0.2013
0.1959859, 0.3057512;0.1959, 0.3067
-0.09943933, -0.10333344;-0.1013, -0.1052
0.0023423112, -0.00180596;0.0011, 0.0
-0.40182287, 0.19551489;-0.4018, 0.1945
-0.25941443, 0.2530009;-0.2606, 0.2531
-0.304589, -0.2998595;-0.3049, -0.3006
0.39747745, 0.10041586;0.3974, 0.0999
-0.29677936, -0.29400557;-0.2962, -0.2947
-0.3947054, 0.40088248;-0.394, 0.4005
7.294294E-4, 0.0067954105;-7.0E-4, 0.0098
0.0033630987, 0.003779747;0.0026, 0.0062
0.005340155, -0.0063235024;0.004, -0.0039
-0.2416699, 0.25436962;-0.2432, 0.2526
0.20164038, 0.29750538;0.2014, 0.2988
0.4009431, 0.09964262;0.401, 0.0991
-0.402786, 0.2051573;-0.4032, 0.2039
0.20407623, 0.29255593;0.2042, 0.2937
-0.39357653, 0.3976747;-0.3926, 0.3977
-0.40046677, 0.20079853;-0.4009, 0.1995
-0.005554995, 0.0022799564;-0.0067, 0.005
-6.6962733E-4, -0.0035416642;-0.0017, -0.0014
0.09839284, -0.30145058;0.0982, -0.3014
0.20002916, -0.19552332;0.2012, -0.1964
0.10410408, -0.29258457;0.1048, -0.2921
0.20113993, -0.20046061;0.2017, -0.2005
0.40306434, 0.10151338;0.4032, 0.1009
0.1022536, -0.29764545;0.1027, -0.2971
0.20543326, 0.30357185;0.2058, 0.3045
-0.39923012, 0.20130791;-0.3997, 0.2002
0.40567595, 0.09452221;0.4051, 0.0938
-0.2513269, 0.25166696;-0.2517, 0.2501
-2.4201238E-4, -5.055306E-4;-0.0013, 0.0016
0.4021742, 0.10211631;0.4021, 0.1019
-0.09688979, -0.10536048;-0.0988, -0.1074
-0.24881966, 0.25108674;-0.2501, 0.2494
0.40337324, 0.10116339;0.4036, 0.1003
0.40031227, 0.09464441;0.4005, 0.0938
-0.40388486, 0.40079123;-0.4016, 0.4006
-0.099772304, -0.103666954;-0.1018, -0.1056
0.1007629, -0.29972348;0.1009, -0.2994
-0.2538506, 0.25096017;-0.2545, 0.2494
0.09864882, -0.29917765;0.0986, -0.2989
0.19724745, -0.19951172;0.1988, -0.2002
0.10650288, -0.3024425;0.1075, -0.3031
0.20395924, 0.2961659;0.2038, 0.2974
-0.30220342, -0.3019959;-0.3022, -0.3024
0.20321691, 0.30330327;0.2033, 0.304
-0.29708087, -0.29724047;-0.2963, -0.2985
0.20291203, 0.2982955;0.203, 0.2995
0.10499222, -0.29647177;0.1055, -0.2954
-0.30109695, -0.30088547;-0.3008, -0.3014
-0.103775114, -0.10463879;-0.1058, -0.1068
-0.40224618, 0.200398;-0.4024, 0.199
1.7434027E-4, 0.0073503465;-0.0012, 0.0104
-0.25464445, 0.24649788;-0.255, 0.2448
0.20473465, -0.20106241;0.2052, -0.201
-0.3977589, 0.19744915;-0.3989, 0.1961
-0.09870668, -0.1016687;-0.1004, -0.1035
4.8582246E-5, 0.005014018;-0.0011, 0.008
-0.25341853, 0.24551481;-0.254, 0.2441
-0.24949847, 0.24929179;-0.2507, 0.2476
0.39608076, 0.097079866;0.3957, 0.0962
-0.10375737, -0.101233326;-0.1059, -0.1027
-0.0038100882, 8.654858E-4;-0.005, 0.0032
-0.25140518, 0.2518232;-0.2519, 0.2504
-0.39868584, 0.2072657;-0.399, 0.2055
-0.25331524, 0.2430828;-0.2544, 0.2411
0.20327507, -0.20330966;0.2039, -0.2029
-0.0969923, -0.100514926;-0.0988, -0.1022
0.40149024, 0.09814788;0.4015, 0.0971
-0.108509146, -0.10146684;-0.1104, -0.1035
0.20319822, -0.1990913;0.2036, -0.1993
0.39716628, 0.10116658;0.3971, 0.1007
-0.24466792, 0.2521282;-0.2463, 0.2503
0.20303863, -0.19608542;0.2036, -0.1969
-0.10283572, -0.10095279;-0.1049, -0.1023
-0.39823607, 0.3927855;-0.3971, 0.3933
0.096637376, -0.29966363;0.0964, -0.2996
0.2045571, 0.30087888;0.2047, 0.3019
-0.2502395, 0.2539192;-0.2515, 0.2529
0.101956025, -0.29941565;0.1023, -0.2995
0.19784173, 0.29623953;0.1982, 0.2977
-0.3058874, -0.2970508;-0.3063, -0.2979
-0.39991647, 0.20213078;-0.4004, 0.2011
0.39882597, 0.100367755;0.3984, 0.0998
-0.3020321, -0.29867223;-0.3017, -0.2994
-0.0023842633, 0.0031916874;-0.0037, 0.0058
-0.40206015, 0.19748613;-0.4021, 0.1961
0.39729887, 0.09295741;0.3968, 0.0918
0.0027751978, 1.5814738E-4;0.0018, 0.0022
-0.39670968, 0.20034437;-0.3978, 0.1997
-0.2513142, 0.24966878;-0.2519, 0.2482
-0.30033943, -0.30322695;-0.2999, -0.3034
-0.09838872, -0.102769114;-0.1003, -0.105
0.40118963, 0.094361305;0.4013, 0.0932
-0.40416107, 0.40375918;-0.4019, 0.4031
0.19735894, 0.30126765;0.1976, 0.3019
0.0964267, -0.2965832;0.0963, -0.2962
-0.39571947, 0.19787928;-0.397, 0.1969
0.20007017, 0.29656273;0.1997, 0.2981
0.19844992, 0.30004692;0.1987, 0.3009
-0.39694548, 0.39835814;-0.396, 0.3987
0.20154427, -0.2037031;0.2019, -0.2036
-0.4009935, 0.19915733;-0.4014, 0.1979
0.0016994119, 9.0157223E-4;7.0E-4, 0.0028
0.09917009, -0.30141687;0.0993, -0.3016
-0.39946428, 0.40391386;-0.3981, 0.4028
0.1991452, 0.29945338;0.1993, 0.3003
0.19935411, -0.20653604;0.1995, -0.2065
0.2003204, 0.30287686;0.2002, 0.3038
0.3952546, 0.09958603;0.3947, 0.099
0.100322045, -0.30311343;0.101, -0.3035
-0.104180925, -0.10037059;-0.106, -0.1019
-0.10413622, -0.095449485;-0.1059, -0.0972
-0.30069962, -0.30210793;-0.3004, -0.3022
-0.39390612, 0.20000161;-0.3946, 0.1992
0.10127477, -0.30035326;0.1015, -0.3003
-0.30071983, -0.30219796;-0.3005, -0.3024
-0.402082, 0.4008803;-0.4001, 0.4006
0.39998046, 0.100160405;0.3993, 0.0995
-0.40221965, 0.20504494;-0.4029, 0.2039
0.20116884, 0.29976043;0.201, 0.3003
-0.29871282, -0.29579812;-0.2979, -0.2967
-0.39855057, 0.19810504;-0.3995, 0.1969
-0.3010774, -0.29861084;-0.3008, -0.2995
-0.09580647, -0.102125205;-0.0977, -0.104
0.20196436, -0.20070288;0.2026, -0.2006
0.20031665, 0.3013085;0.2001, 0.3021
0.3986702, 0.09991065;0.3983, 0.0993
-0.40041462, 0.40408546;-0.399, 0.4028
0.39839303, 0.10341727;0.3977, 0.1029
0.40302154, 0.094917186;0.4028, 0.0939
0.20060906, -0.20118682;0.2011, -0.2011
0.095910996, -0.2997918;0.0958, -0.2997
-0.40238997, 0.3996997;-0.4003, 0.3997
-0.4000707, 0.39910483;-0.3989, 0.3992
-0.25144073, 0.25549272;-0.2526, 0.2549
-0.25145012, 0.25198597;-0.252, 0.2504
-0.30060464, -0.29895967;-0.2999, -0.2997
0.0051028165, 0.0033020878;0.0039, 0.0057
-0.1000149, -0.10445611;-0.1021, -0.1065
0.39735317, 0.10265405;0.3969, 0.1023
0.20061441, 0.29989943;0.2003, 0.3006
0.2029157, -0.1994001;0.2034, -0.1994
0.20153956, 0.29988745;0.2015, 0.3005
0.40841848, 0.10531537;0.4079, 0.1047
-0.24890058, 0.25355038;-0.2499, 0.2521
0.20224911, -0.19371401;0.2032, -0.1942
-0.3987141, 0.19919804;-0.3995, 0.198
0.19778155, -0.1979541;0.1993, -0.1988
-0.29933244, -0.30173293;-0.2988, -0.302
-0.24823539, 0.24933372;-0.2494, 0.2478
-0.3012081, -0.30155057;-0.3009, -0.3017
-0.29608288, -0.29810378;-0.2954, -0.2991
-0.30420208, -0.3002242;-0.3046, -0.3011
-0.4042553, 0.20433372;-0.4049, 0.203
-0.09692686, -0.10217891;-0.0989, -0.1038
7.274984E-4, -0.005428468;-2.0E-4, -0.0033
0.20216762, 0.2950727;0.2022, 0.2964
-0.29995042, -0.30318242;-0.2993, -0.3032
0.3944951, 0.1001707;0.3941, 0.0994
-0.39557555, 0.1992002;-0.3964, 0.1983
0.10498175, -0.29917002;0.1055, -0.2989
-0.24533279, 0.24697593;-0.2467, 0.2453
-0.39712462, 0.20099093;-0.398, 0.2001
-0.396519, 0.1960244;-0.3982, 0.1949
0.19995204, -0.19548751;0.2011, -0.1964
-0.10125034, -0.10012666;-0.1033, -0.1017
0.39670658, 0.10132023;0.3963, 0.1009
-0.29493988, -0.30180338;-0.2945, -0.3018
0.20385982, 0.30514485;0.2041, 0.306
-0.30498484, -0.30452642;-0.3058, -0.305
0.19787747, 0.29284734;0.198, 0.2943
-0.3940693, 0.20453592;-0.3948, 0.2032
-0.39822623, 0.19926402;-0.3992, 0.1981
-0.40100595, 0.20148805;-0.4014, 0.2002
-0.39383787, 0.39858025;-0.3929, 0.3981
0.19766358, 0.29666275;0.1981, 0.2979
0.20360206, 0.29884252;0.2036, 0.2999
0.19488186, 0.2990413;0.1959, 0.2998
-0.0032657774, -0.0036148715;-0.0041, -0.0016
-0.002453514, 7.2454935E-4;-0.0033, 0.0028
-0.10213217, -0.10162002;-0.1041, -0.1032
-0.101778254, -0.10698786;-0.1037, -0.1092
-0.2942119, -0.30315098;-0.2939, -0.3028
0.094864905, -0.29989904;0.0945, -0.3
-0.39832598, 0.20160306;-0.3989, 0.2004
-0.39765498, 0.39843023;-0.3969, 0.3988
0.19903025, -0.19363418;0.2001, -0.1941
0.40214986, 0.093660206;0.4023, 0.0928
-0.29564995, -0.29777548;-0.295, -0.2989
0.0019690536, -0.005315948;0.001, -0.0032
-0.10308737, -0.09863103;-0.1051, -0.1005
0.20346792, -0.2034959;0.204, -0.203
-0.25106117, 0.25585538;-0.2523, 0.2551
0.40119183, 0.10096039;0.4008, 0.1004
-0.099432044, -0.09353721;-0.102, -0.0955
-0.10164837, -0.10271071;-0.1037, -0.1048
-0.3988806, 0.19858406;-0.3994, 0.1971
-0.2993573, -0.29990107;-0.2986, -0.3003
-0.4042964, 0.19916855;-0.4045, 0.1982
-0.4020008, 0.20424607;-0.4023, 0.2031
-0.39592057, 0.20644853;-0.3966, 0.2049
0.19385818, -0.20130087;0.1955, -0.2024
-0.40420437, 0.19698152;-0.404, 0.1958
-0.40218595, 0.199658;-0.4025, 0.1981
-0.2990241, -0.2986076;-0.2986, -0.2995
-0.40429637, 0.39791802;-0.4019, 0.3984
0.20282653, -0.19726641;0.2034, -0.1978
0.20136829, 0.30103877;0.2013, 0.3019
-0.29931417, -0.29841837;-0.2987, -0.2993
8.072472E-4, 9.766484E-4;-5.0E-4, 0.003
0.004889682, 0.0027454656;0.0036, 0.0051
-0.40177175, 0.20160255;-0.4021, 0.2006
